Activity Period;Operating Airline;Operating Airline IATA Code;Published Airline;Published Airline IATA Code;GEO Summary;GEO Region;Landing Aircraft Type;Aircraft Body Type;Aircraft Manufacturer;Aircraft Model;Aircraft Version;Landing Count;Total Landed Weight
201006;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Airbus;A320;232;1,175;167,082,650
201006;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Narrow Body;Airbus;A320;232;30;4,265,940
201006;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Mexico;Passenger;Narrow Body;Airbus;A320;232;20;2,843,960
201006;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A319;-;482;66,414,298
201006;Virgin America;VX;Virgin America;VX;International;Canada;Passenger;Narrow Body;Airbus;A319;-;7;964,523
201006;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;412;58,585,576
201006;Virgin Atlantic;VS;Virgin Atlantic;VS;International;Europe;Passenger;Wide Body;Boeing;747;400;30;18,900,000
201006;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;600;11;1,325,500
201006;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;700;34;4,392,800
201006;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;800;1;146,300
201007;ABX Air;GB;ABX Air;GB;Domestic;US;Freighter;Wide Body;Boeing;767;-;67;18,246,000
201007;Aeromexico;AM;Aeromexico;AM;International;Mexico;Passenger;Narrow Body;Boeing;737;700;31;3,968,000
201007;Air Berlin;AB;Air Berlin;AB;International;Europe;Passenger;Wide Body;Airbus;A330;200;9;3,603,600
201007;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Wide Body;Boeing;767;300;1;319,900
201007;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A319;114;62;8,339,000
201007;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;211;99;14,038,200
201007;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;214;24;3,412,800
201007;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A321;211;1;171,500
201007;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Regional Jet;Embraer;ERJ;190;154;14,938,000
201007;Air Cargo Carriers;2Q;Air Cargo Carriers;2Q;Domestic;US;Freighter;Turbo Prop;Shorts;SD3;30;21;546,000
201007;Air China;CA;Air China;CA;International;Asia;Combi;Wide Body;Boeing;747;400C;31;19,530,000
201007;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Boeing;747;400;31;18,546,844
201007;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Airbus;A340;300;14;5,859,827
201007;Air New Zealand;NZ;Air New Zealand;NZ;International;Australia / Oceania;Passenger;Wide Body;Boeing;777;200;22;10,340,000
201007;AirTran Airways;FL;AirTran Airways;FL;Domestic;US;Passenger;Narrow Body;Boeing;737;700;186;23,808,000
201007;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;400;111;13,431,000
201007;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;800;132;19,008,000
201007;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;800;35;5,040,000
201007;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;900;51;7,461,300
201007;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;900;27;3,950,100
201007;All Nippon Airways;NH;All Nippon Airways;NH;International;Asia;Passenger;Wide Body;Boeing;777;300ER;31;17,174,000
201007;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;737;-;290;41,760,000
201007;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;757;-;124;24,552,000
201007;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;200;125;33,750,000
201007;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;300;173;53,630,000
201007;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;83;97;12,610,000
201007;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;SP;167;21,710,000
201007;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Beechcraft;B-99;-;5;54,500
201007;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Beechcraft;C-99;-;21;237,300
201007;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Fairchild;SA-227;-;25;350,000
201007;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Freighter;Wide Body;Boeing;747;400F;16;10,656,000
201007;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Passenger;Wide Body;Boeing;777;200ER;17;7,820,000
201007;British Airways;BA;British Airways;BA;International;Europe;Passenger;Wide Body;Boeing;747;400;62;39,060,000
201007;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Passenger;Wide Body;Boeing;747;400;62;39,060,000
201007;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Freighter;Wide Body;Boeing;747;400F;9;5,994,000
201007;China Airlines;CI;China Airlines;CI;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
201007;China Airlines;CI;China Airlines;CI;International;Asia;Freighter;Wide Body;Boeing;747;400F;23;15,318,000
201007;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;737;800;250;36,575,000
201007;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;-;306;60,588,000
201007;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;300;93;20,832,000
201007;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300;92;27,140,000
201007;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300ER;2;640,000
201007;Delta Air Lines;DL;Delta Air Lines;DL;International;Asia;Passenger;Wide Body;Boeing;767;300ER;31;9,920,000
201007;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Airbus;A319;114;63;8,467,200
201007;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;137;19,481,400
201007;Delta Air Lines;DL;Delta Air Lines;DL;International;Asia;Passenger;Wide Body;Airbus;A330;223;1;401,200
201007;EVA Airways;BR;EVA Airways;BR;International;Asia;Combi;Wide Body;Boeing;747;400E;7;4,410,000
201007;EVA Airways;BR;EVA Airways;BR;International;Asia;Freighter;Wide Body;Boeing;747;400F;8;5,216,000
201007;EVA Airways;BR;EVA Airways;BR;International;Asia;Passenger;Wide Body;Boeing;777;300ER;45;24,930,000
201007;Emirates ;EK;Emirates ;EK;International;Middle East;Passenger;Wide Body;Boeing;777;300ER;31;17,173,969
201007;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;Airbus;A300;60;2;617,400
201007;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;Airbus;A310;20;28;7,420,800
201007;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;Airbus;A310;30;14;3,827,600
201007;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A318;-;60;7,590,000
201007;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A319;-;64;8,608,000
201007;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;190;26;2,464,800
201007;Hawaiian Airlines;HA;Hawaiian Airlines;HA;Domestic;US;Passenger;Wide Body;Boeing;767;300;28;8,260,000
201007;Hawaiian Airlines;HA;Hawaiian Airlines;HA;Domestic;US;Passenger;Wide Body;Boeing;767;300ER;4;1,280,000
201007;Horizon Air ;QX;Alaska Airlines;AS;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;700;175;11,725,000
201007;Japan Airlines;JL;Japan Airlines;JL;International;Asia;Passenger;Wide Body;Boeing;777;300ER;31;17,174,000
201007;JetBlue Airways;B6;JetBlue Airways;B6;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;331;47,068,200
201007;KLM Royal Dutch Airlines;KL;KLM Royal Dutch Airlines;KL;International;Europe;Passenger;Wide Body;Boeing;747;400;1;628,100
201007;KLM Royal Dutch Airlines;KL;KLM Royal Dutch Airlines;KL;International;Europe;Passenger;Wide Body;Boeing;777;200;17;7,989,898
201007;KLM Royal Dutch Airlines;KL;KLM Royal Dutch Airlines;KL;International;Europe;Passenger;Wide Body;Boeing;777;300;13;7,186,894
201007;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Passenger;Wide Body;Boeing;747;400;25;15,750,000
201007;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;400ERF;12;7,836,000
201007;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;400F;19;12,388,000
201007;LAN Peru;LP;LAN Peru;LP;International;South America;Passenger;Wide Body;Boeing;767;300;18;5,760,000
201007;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Boeing;747;430;31;19,530,000
201007;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Airbus;A340;600;31;17,701,000
201007;Mesa Airlines;YV;US Airways;US ;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;900;119;8,746,500
201007;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A318;-;11;1,394,415
201007;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A319;-;36;4,842,180
201007;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A320;-;59;8,391,098
201007;Nippon Cargo Airlines;KZ;Nippon Cargo Airlines;KZ;International;Asia;Freighter;Wide Body;Boeing;747;400F;27;17,604,000
201007;Philippine Airlines;PR;Philippine Airlines;PR;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
201007;Qantas Airways;QF;Qantas Airways;QF;International;Australia / Oceania;Passenger;Wide Body;Boeing;747;400;6;3,802,000
201007;Qantas Airways;QF;Qantas Airways;QF;International;Australia / Oceania;Passenger;Wide Body;Boeing;747;400ER;12;7,644,000
201007;Republic Airlines;RW;Republic Airlines;RW;Domestic;US;Passenger;Narrow Body;Airbus;A319;-;25;3,362,500
201007;Republic Airlines;RW;Republic Airlines;RW;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;190;31;2,938,800
201007;Singapore Airlines;SQ;Singapore Airlines;SQ;International;Asia;Passenger;Wide Body;Boeing;777;300ER;62;34,348,000
201007;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Regional Jet;Bombardier;CL600;2B19;1,024;48,128,000
201007;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Regional Jet;Bombardier;CL600;2B19;62;2,914,000
201007;SkyWest Airlines;OO;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CL600;2C10;30;1,410,000
201007;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;600;792;53,064,000
201007;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Regional Jet;Bombardier;CRJ;600;154;10,318,000
201007;SkyWest Airlines;OO;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;700;36;2,412,000
201007;SkyWest Airlines;OO;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;900;118;8,850,000
201007;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Turbo Prop;Embraer;EMB;120;1,893;48,839,400
201007;Southwest Airlines;WN;Southwest Airlines;WN;Domestic;US;Passenger;Narrow Body;Boeing;737;300;295;33,630,000
201007;Southwest Airlines;WN;Southwest Airlines;WN;Domestic;US;Passenger;Narrow Body;Boeing;737;500;105;11,550,000
201007;Southwest Airlines;WN;Southwest Airlines;WN;Domestic;US;Passenger;Narrow Body;Boeing;737;700;858;109,824,000
201007;Sun Country Airlines;SY;Sun Country Airlines;SY;Domestic;US;Passenger;Narrow Body;Boeing;737;700;22;2,842,400
201007;Sun Country Airlines;SY;Sun Country Airlines;SY;Domestic;US;Passenger;Narrow Body;Boeing;737;800;9;1,314,600
201007;Swiss International;LX;Swiss International;LX;International;Europe;Passenger;Wide Body;Airbus;A340;300;27;11,309,706
201007;TACA;TA;TACA;TA;International;Central America;Passenger;Narrow Body;Airbus;A319;-;7;962,500
201007;TACA;TA;TACA;TA;International;Central America;Passenger;Narrow Body;Airbus;A320;-;45;6,399,000
201007;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Boeing;737;300;1;114,000
201007;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A319;132;154;21,205,800
201007;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A320;231;1;142,100
201007;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A320;231B;127;18,046,700
201007;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A321;-;158;27,097,000
201007;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;700;12;1,536,000
201007;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;800;203;29,692,000
201007;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;900;34;5,008,200
201007;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;900ER;142;22,336,600
201007;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;300;79;17,696,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;747;422;40;25,200,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Asia;Passenger;Wide Body;Boeing;747;422;155;97,650,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Australia / Oceania;Passenger;Wide Body;Boeing;747;422;31;19,530,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Europe;Passenger;Wide Body;Boeing;747;422;31;19,530,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;-;1,093;216,414,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;767;300;249;74,700,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;767;322;35;11,200,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;777;222;122;54,290,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;777;222B;15;6,900,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Asia;Passenger;Wide Body;Boeing;777;222B;62;28,520,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Europe;Passenger;Wide Body;Boeing;777;222B;93;42,780,000
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Airbus;A319;131;504;69,444,648
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Narrow Body;Airbus;A319;131;90;12,400,830
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Mexico;Passenger;Narrow Body;Airbus;A319;131;47;6,475,989
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Airbus;A320;232;1,233;175,330,134
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Narrow Body;Airbus;A320;232;30;4,265,940
201007;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Mexico;Passenger;Narrow Body;Airbus;A320;232;25;3,554,950
201007;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A319;-;449;61,867,261
201007;Virgin America;VX;Virgin America;VX;International;Canada;Passenger;Narrow Body;Airbus;A319;-;31;4,271,459
201007;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;462;65,695,476
201007;Virgin Atlantic;VS;Virgin Atlantic;VS;International;Europe;Passenger;Wide Body;Boeing;747;400;31;19,530,000
201007;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;600;5;602,500
201007;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;700;69;8,914,800
201007;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;800;1;146,300
201008;ABX Air;GB;ABX Air;GB;Domestic;US;Freighter;Wide Body;Boeing;767;-;62;16,919,000
201008;Aeromexico;AM;Aeromexico;AM;International;Mexico;Passenger;Narrow Body;Boeing;737;700;32;4,096,000
201008;Air Berlin;AB;Air Berlin;AB;International;Europe;Passenger;Wide Body;Airbus;A330;200;8;3,203,200
201008;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A319;114;97;13,046,500
201008;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;211;74;10,453,500
201008;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;214;15;2,133,000
201008;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Regional Jet;Embraer;ERJ;190;155;15,035,000
201008;Air Cargo Carriers;2Q;Air Cargo Carriers;2Q;Domestic;US;Freighter;Turbo Prop;Shorts;SD3;30;21;546,000
201008;Air China;CA;Air China;CA;International;Asia;Combi;Wide Body;Boeing;747;400C;31;19,530,000
201008;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Boeing;747;400;31;18,701,611
201008;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Airbus;A340;300;13;5,445,362
201008;Air New Zealand;NZ;Air New Zealand;NZ;International;Australia / Oceania;Passenger;Wide Body;Boeing;777;200;22;10,340,000
201008;AirTran Airways;FL;AirTran Airways;FL;Domestic;US;Passenger;Narrow Body;Boeing;737;700;186;23,808,000
201008;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;400;77;9,317,000
201008;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;700;29;3,746,800
201008;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;800;124;17,856,000
201008;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;800;31;4,464,000
201008;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;900;66;9,655,800
201008;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;900;31;4,535,300
201008;All Nippon Airways;NH;All Nippon Airways;NH;International;Asia;Passenger;Wide Body;Boeing;777;300ER;31;17,174,000
201008;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;737;-;354;50,976,000
201008;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;757;-;117;23,166,000
201008;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;200;119;32,130,000
201008;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;300;151;46,810,000
201008;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;83;102;13,260,000
201008;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;SP;138;17,940,000
201008;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Beechcraft;B-99;-;9;98,100
201008;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Beechcraft;C-99;-;16;180,800
201008;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Fairchild;SA-227;-;26;364,000
201008;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Freighter;Wide Body;Boeing;747;400F;16;10,656,000
201008;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Passenger;Wide Body;Boeing;777;200ER;17;7,820,000
201008;British Airways;BA;British Airways;BA;International;Europe;Passenger;Wide Body;Boeing;747;400;62;39,060,000
201008;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Passenger;Wide Body;Boeing;747;400;60;37,800,000
201008;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Freighter;Wide Body;Boeing;747;400F;13;8,658,000
201008;China Airlines;CI;China Airlines;CI;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
201008;China Airlines;CI;China Airlines;CI;International;Asia;Freighter;Wide Body;Boeing;747;400F;21;13,986,000
201008;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;737;800;243;35,550,900
201008;Delta Air Lines;DL;Delta Air Lines;DL;International;Asia;Passenger;Wide Body;Boeing;747;400;1;630,000
201008;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;-;329;65,142,000
201008;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;300;79;17,696,000
201008;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300;72;21,240,000
201008;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300ER;2;640,000
201008;Delta Air Lines;DL;Delta Air Lines;DL;International;Asia;Passenger;Wide Body;Boeing;767;300ER;30;9,600,000
201008;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Airbus;A319;114;57;7,660,800
201008;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;134;19,054,800
201008;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-88;-;1;130,000
201008;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-90;-;31;4,402,000
201008;EVA Airways;BR;EVA Airways;BR;International;Asia;Combi;Wide Body;Boeing;747;400E;12;7,560,000
201008;EVA Airways;BR;EVA Airways;BR;International;Asia;Freighter;Wide Body;Boeing;747;400F;12;7,824,000
201008;EVA Airways;BR;EVA Airways;BR;International;Asia;Passenger;Wide Body;Boeing;777;300ER;42;23,268,000
201008;Emirates ;EK;Emirates ;EK;International;Middle East;Passenger;Wide Body;Boeing;777;300ER;31;17,173,969
201008;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;Airbus;A310;20;32;8,505,800
201008;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;Airbus;A310;30;10;2,734,000
201008;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A318;-;60;7,590,000
201008;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A319;-;64;8,608,000
201008;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;190;27;2,559,600
201008;Hawaiian Airlines;HA;Hawaiian Airlines;HA;Domestic;US;Passenger;Wide Body;Boeing;767;300;29;8,555,000
201008;Hawaiian Airlines;HA;Hawaiian Airlines;HA;Domestic;US;Passenger;Wide Body;Boeing;767;300ER;2;640,000
201008;Horizon Air ;QX;Alaska Airlines;AS;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;700;168;11,256,000
201008;Japan Airlines;JL;Japan Airlines;JL;International;Asia;Passenger;Wide Body;Boeing;777;300ER;31;17,174,000
201008;JetBlue Airways;B6;JetBlue Airways;B6;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;332;47,210,400
201008;KLM Royal Dutch Airlines;KL;KLM Royal Dutch Airlines;KL;International;Europe;Passenger;Wide Body;Boeing;777;200;13;6,109,922
201008;KLM Royal Dutch Airlines;KL;KLM Royal Dutch Airlines;KL;International;Europe;Passenger;Wide Body;Boeing;777;300;18;9,951,084
201008;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Passenger;Wide Body;Boeing;747;400;28;17,640,000
201008;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;400ERF;26;16,978,000
201008;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;400F;5;3,260,000
201008;LAN Peru;LP;LAN Peru;LP;International;South America;Passenger;Wide Body;Boeing;767;300;18;5,760,000
201008;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Boeing;747;430;31;19,530,000
201008;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Airbus;A340;600;31;17,701,000
201008;Mesa Airlines;YV;US Airways;US ;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;200;1;47,000
201008;Mesa Airlines;YV;US Airways;US ;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;900;120;8,820,000
201008;Mesaba Airlines;XJ;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;900;25;1,877,500
201008;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A318;-;5;633,825
201008;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A319;-;29;3,900,645
201008;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A320;-;44;6,257,768
201008;Nippon Cargo Airlines;KZ;Nippon Cargo Airlines;KZ;International;Asia;Freighter;Wide Body;Boeing;747;400F;27;17,604,000
201008;Philippine Airlines;PR;Philippine Airlines;PR;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
201008;Qantas Airways;QF;Qantas Airways;QF;International;Australia / Oceania;Passenger;Wide Body;Boeing;747;400;11;7,062,000
